headword,ipa,cefr,pos,source,pattern,group,gloss_en,gloss_ja,gloss_zh,gloss_ko
tan,/tæn/,B2,,phonics,a → /æ/,short,,,,
taunt,/tɔnt/,B2,,phonics,au → /ɔ/,team,,,,
theme,/θim/,B2,,phonics,e_e → /i/ (マジックe),long,,,,
thigh,/θaɪ/,B2,,phonics,igh → /aɪ/,team,,,,
thread,/θrɛd/,B2,,phonics,ea → /ɛ/,team,,,,
thrill,/θrɪl/,B2,,phonics,i → /ɪ/,short,,,,
throat,/θroʊt/,B2,,phonics,oa → /oʊ/,team,,,,
toil,/tɔɪl/,B2,,phonics,oi → /ɔɪ/,team,,,,
toll,/toʊl/,B2,,phonics,o → /oʊ/,long,,,,
tomb,/tum/,B2,,phonics,o → /u/,long,,,,
ton,/tʌn/,B2,,phonics,o → /ʌ/,long,,,,
torch,/tɔrtʃ/,B2,,phonics,or → /ɔr/,r,,,,
tough,/tʌf/,B2,,phonics,ou → /ʌ/,team,,,,
trait,/treɪt/,B2,,phonics,ai → /eɪ/,team,,,,
tramp,/træmp/,B2,,phonics,a → /æ/,short,,,,
tray,/treɪ/,B2,,phonics,ay → /eɪ/,team,,,,
tread,/trɛd/,B2,,phonics,ea → /ɛ/,team,,,,
trek,/trɛk/,B2,,phonics,e → /ɛ/,short,,,,
tribe,/traɪb/,B2,,phonics,i_e → /aɪ/ (マジックe),long,,,,
troop,/trup/,B2,,phonics,oo → /u/,team,,,,
tub,/tʌb/,B2,,phonics,u → /ʌ/,short,,,,
tug,/tʌɡ/,B2,,phonics,u → /ʌ/,short,,,,
verse,/vɝs/,B2,,phonics,er → /ɝ/,r,,,,
vow,/vaʊ/,B2,,phonics,ow → /aʊ/,team,,,,
wage,/weɪdʒ/,B2,,phonics,a_e → /eɪ/ (マジックe),long,,,,
waist,/weɪst/,B2,,phonics,ai → /eɪ/,team,,,,
wasp,/wɑsp/,B2,,phonics,a → /ɑ/,long,,,,
weave,/wiv/,B2,,phonics,ea → /i/,long,,,,
wed,/wɛd/,B2,,phonics,e → /ɛ/,short,,,,
weed,/wid/,B2,,phonics,ee → /i/,team,,,,
wheat,/wit/,B2,,phonics,ea → /i/,team,,,,
whip,/wɪp/,B2,,phonics,i → /ɪ/,short,,,,
width,/wɪdθ/,B2,,phonics,i → /ɪ/,short,,,,
wipe,/waɪp/,B2,,phonics,i_e → /aɪ/ (マジックe),long,,,,
wit,/wɪt/,B2,,phonics,i → /ɪ/,short,,,,
wolf,/wʊlf/,B2,,phonics,o → /ʊ/,long,,,,
worm,/wɝm/,B2,,phonics,or → /ɝ/,r,,,,
wreck,/rɛk/,B2,,phonics,e → /ɛ/,short,,,,
yawn,/jɔn/,B2,,phonics,aw → /ɔ/,team,,,,
yearn,/jɝn/,B2,,phonics,ear → /ɝ/,r,,,,
yield,/jild/,B2,,phonics,ie → /i/,team,,,,
zip,/zɪp/,B2,,phonics,i → /ɪ/,short,,,,
zoom,/zum/,B2,,phonics,oo → /u/,team,,,,
